FID,CLASS,ROUTE_NO,SEG_NO,NAME,DATA_SRC,DESIG,EDITDATE,STATUS,STATCODE,DESC_SEG,,,,,TRAILROUTE,SUBDIST,Meters,Miles,Publish,TRLNAME,TRLALTNAME,TRLLABEL,TRLFEATTYPE,TRLSTATUS,TRLSURFACE,TRLTYPE,TRLCLASS,TRLUSE,DISTRIBUTE,RESTRICTION,UNITCODE,UNITNAME,GROUPCODE,REGIONCODE,ISEXTANT,CREATEDATE,CREATEUSER,EDITUSER,MAPMETHOD,MAPSOURCE,SRCESCALE,SOURCEDATE,XYERROR,LOCATIONID,FEATUREID,GEOMETRYID,NOTES,INPLACES,PLACESID,GlobalID,SHAPE_Length
46,2,67,7,South Boundary,PLGR+ GPS/DOQQ 1991, ,20040128,GPS-old,OCT,Nyack Crossing Tr Jct,Coal Creek Tr Jct at M Fork,,,,T-067,Walton-Two Medicine,7576,4.71,Yes,South Boundary,,South Boundary,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,PLGR+ GPS/DOQQ 1991,,,,46353,,{3CED75DE-708E-4525-AD58-9A00616623F8},,Yes,,{351A255C-BF9B-4C95-9058-3B41D6B4BAA6},0.092640303
47,1,73,1,Nyack Creek,Garmin GPS, ,20120918,Digitized,NLTW,South Boundary Tr Jct,Lower Nyack Creek CG,,,,T-073,Walton-Two Medicine,7200,4.47,Yes,Nyack Creek,,Nyack Creek,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Garmin GPS,,,,46358,,{14C86F77-F8CD-43A4-B5A6-BF730CACCE2F},,Yes,,{7861B59C-3DAD-4E43-88B0-D7FF7C3E4516},0.087203154
48,1,73,6,Nyack Creek,Garmin GPS, ,20040129,GPS-old,NLTW,Upper Nyack Patrol Cabin,Cut Bank Pass Tr Jct,,,,T-073,Walton-Two Medicine,2450,1.52,Yes,Nyack Creek,,Nyack Creek,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Garmin GPS,,,,46358,,{99369056-F7C5-4210-B260-0396E07402F5},,Yes,,{BC52DA65-EAE0-41C6-A2BB-245F615CC6BF},0.030826694
49,2,80,1,Cut Bank Pass,Garmin GPS, ,20120918,Digitized,CBP,Nyack Creek Tr Jct,Dawson Pass Tr Jct,,,,T-080,Walton-Two Medicine,7942,4.94,Yes,Cut Bank Pass,,Cut Bank Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Garmin GPS,,,,46387,,{082E0015-2F0D-4631-B410-71A863100E72},,Yes,,{173BAD04-9A8B-4B06-A2C5-FE8071AEE5D3},0.097117319
50,1,82,1,Fielding,DOQQ 1991, ,20040128,Imagery-old,FCCT,Burlington Northern RR (TH),Fielding Patrol Cabin,,,,T-082,Walton-Two Medicine,449,0.28,Yes,Fielding,,Fielding,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,DOQQ 1991,,,,46389,,{0C434832-E6E4-4224-BF55-98B852DAC5EA},,Yes,,{A89C49F8-3D50-48EC-937E-EC6FBCBD821E},0.005362641
51,1,82,2,Fielding,Trimble GeoXT, ,20080923,dGPS,FCCT,Fielding Patrol Cabin,Ole Creek CG,,,,T-082,Walton-Two Medicine,3750,2.33,Yes,Fielding,,Fielding,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble GeoXT,,,,46389,,{DB18B80C-95AB-4984-AE84-DEC9F1671A44},,Yes,,{97D59D32-7885-41A9-B375-82C5ECC4AD86},0.042120368
52,1,82,3,Fielding,Trimble GeoXT, ,20080923,dGPS,FCCT,Ole Creek CG,Ole Creek Trail Jct W,,,,T-082,Walton-Two Medicine,705,0.44,Yes,Fielding,,Fielding,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble GeoXT,,,,46389,,{F9884197-987F-4938-BC13-B321DE485A44},,Yes,,{F022F6B1-C218-48B3-B615-E09F20AE6D2E},0.007497554
53,1,82,4,Fielding,Garmin GPS, ,20120919,Digitized,FCCT,Ole Creek Tr Jct E,Park Creek Tr Jct,,,,T-082,Walton-Two Medicine,6596,4.1,Yes,Fielding,,Fielding,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Garmin GPS,,,,46389,,{9F1AF2A2-E9A9-47AA-ACEA-51A2E1AE8E1F},,Yes,,{AEB02B3F-51AD-4BE3-82A2-F38CBD7ED3B7},0.078219643
54,2,82,5,Fielding,Garmin GPS, ,20120919,Digitized,FCCT,Park Creek Tr Jct,Old Muir Creek Tr Jct,,,,T-082,Walton-Two Medicine,8916,5.54,Yes,Fielding,,Fielding,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Garmin GPS,,,,46389,,{697D0340-4215-46C8-8788-3A1C9A38EA84},,Yes,,{FD1D8C2C-4581-4940-81E0-4AC1BA864F86},0.101297817
55,2,82,6,Fielding,Garmin GPS, ,20120919,Digitized,FCCT,Old Muir Creek Tr Jct,Coal Creek Tr Jct,,,,T-082,Walton-Two Medicine,5020,3.12,Yes,Fielding,,Fielding,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Garmin GPS,,,,46389,,{40869850-FDF3-48BB-89C9-CC45B61911F0},,Yes,,{A1806B91-782E-4918-B76A-9F60C7DADBC4},0.055575357
56,1,85,1,Park Creek,Garmin tracks, ,20111014,GPS,PCT,South Boundary Tr,Fielding Tr Jct,,,,T-085,Walton-Two Medicine,5967,3.71,Yes,Park Creek,,Park Creek,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Garmin tracks,,,,46391,,{0242D42E-3ADF-4A5A-9723-C26FF7E7365A},,Yes,,{6BDBBE52-5E11-4B55-8DEA-2A1772065CA5},0.070999149
57,1,85,2,Park Creek,GPS, ,20111014,dGPS,PCT,Fielding Tr Jct,Lake Isabel Tr Jct,,,,T-085,Walton-Two Medicine,11849,7.36,Yes,Park Creek,,Park Creek,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,GPS,,,,46391,,{DBFBFCCC-D633-4E24-8841-101C5E8B4076},,Yes,,{60101E91-6228-4699-AE57-4773460D84AF},0.128557427
58,1,86,1,Lake Isabel,DOQQ 1991, ,20040129,Imagery-old,LIT,Park Creek Tr Jct,L Isabel,,,,T-086,Walton-Two Medicine,3540,2.2,Yes,Lake Isabel,,Lake Isabel,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,DOQQ 1991,,,,46393,,{576C5D77-3F16-4991-B20A-87DC3B16BD1D},,Yes,,{C890D4D1-4406-4E93-B100-AAA7D7253DB2},0.041876054
59,1,87,1,Two Medicine Pass,ESRI Imagery 2013, ,20140131,Imagery-old,TMP,Park Creek Tr Jct,Two Medicine Pass,,,,T-087,Walton-Two Medicine,5502,3.42,Yes,Two Medicine Pass,,Two Medicine Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,ESRI Imagery 2013,,,,46394,,{BE4BCA05-25A2-45E9-8D2D-71A02A6709E0},,Yes,,{C1E4B64B-85F9-4E0B-A401-1878FBBDB2D1},0.061724984
60,1,89,2,Ole Creek,DOQQ 1991, ,20040128,Imagery,OCT,Fielding Tr Jct W,Fielding Tr Jct E,,,,T-089,Walton-Two Medicine,220,0.14,Yes,Ole Creek,,Ole Creek,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,DOQQ 1991,,,,46396,,{E9DBB875-DC51-47EC-A1C7-29A302BD5B6D},,Yes,,{CF3C5A75-2424-4D21-89D6-398032F58BD4},0.002859761
61,2,92,1,Elk Mountain,NAIP2009, ,20110909,Imagery,EMO,Fielding Tr Jct,Elk Mtn Summit,,,,T-092,Walton-Two Medicine,3748,2.33,Yes,Elk Mountain,,Elk Mountain,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,NAIP2009,,,,46399,,{CFAFFD00-D8AD-4B10-8206-E2F8D9D48E48},,Yes,,{E5B8AF04-60E5-43D3-B260-8CBFBD0842EC},0.040945465
62,1,94,1,Summit,DOQQ 1991,Continental Divide Trail,20040127,Imagery-old,SACT,Summit,Three Bears L,,,,T-094,Walton-Two Medicine,1008,0.63,Yes,Summit,,Summit,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,DOQQ 1991,,,,46401,,{7FF365F7-23E3-4B19-AFEE-7E090978FECE},Continental Divide Trail,Yes,,{3A1D2397-F4B4-40A9-A42D-4E963473FCC1},0.012692151
63,1,113,7,Piegan Pass,2009 Border Imagery,Continental Divide Trail,20110909,Imagery,PPTM,Siyeh Pass Tr Jct,Piegan Pass,,,,T-113,Saint Mary,2956,1.84,Yes,Piegan Pass,,Piegan Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46416,,{BE713197-8EFD-454E-B0B6-B45897716586},Continental Divide Trail,Yes,,{E1B0455B-9CC1-45CE-9697-CE276C9B3A3F},0.036560016
64,1,113,8,Piegan Pass,2009 Border Imagery,Continental Divide Trail,20110906,Imagery,GPTS,Piegan Pass,Morning Eagle Falls,,,,T-113,Chief Mountain,5084,3.16,Yes,Piegan Pass,,Piegan Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46416,,{90730B20-5FA6-4363-82F2-C99AC056E8F8},Continental Divide Trail,Yes,,{5CAE521A-B7AA-4C64-858F-4A7EE7F35FD6},0.053980219
65,1,113,9,Piegan Pass,2009 Border Imagery,Continental Divide Trail,20110906,Imagery,SRCT,Morning Eagle Falls,Fleather Plume Cutoff Tr Jct,,,,T-113,Chief Mountain,1682,1.05,Yes,Piegan Pass,,Piegan Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46416,,{5547CFA3-6088-4C41-9667-02C9CAA537CB},Continental Divide Trail,Yes,,{EA141E55-84F5-4BCE-A278-935B58F3A011},0.016385126
66,1,117,3,Siyeh Pass,2009 Border Imagery, ,20110909,Imagery,SYPT,Old Sexton Glacier Jct,Siyeh Pass,,,,T-117,Saint Mary,1405,0.87,Yes,Siyeh Pass,,Siyeh Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46418,,{29B39A46-EE15-4B12-8E81-EC0ECFA0BC97},,Yes,,{44FE3D10-FEA9-490D-AA5C-522B5F617358},0.016756583
67,1,122,1,Waterton Valley,2009 Border Imagery,Continental Divide Trail,20110817,Imagery,WVT,Fifty Mountain CG,Kootenai Cabin Tr Jct,,,,T-122,Chief Mountain,7161,4.45,Yes,Waterton Valley,,Waterton Valley,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46421,,{49937232-4EC8-440A-BFB7-EF1B0119FEC0},Continental Divide Trail,Yes,,{584A35A4-5669-46A3-93E7-8D38DD4FC133},0.079273101
68,1,122,2,Waterton Valley,DOQQ 1991,Continental Divide Trail,20040207,Imagery-old,WVT,Kootenai Cabin Tr Jct,Stoney Indian Pass Tr Jct,,,,T-122,Chief Mountain,1637,1.02,Yes,Waterton Valley,,Waterton Valley,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,DOQQ 1991,,,,46421,,{6184B87F-50DD-4F80-97D9-D698FDBE0CE2},Continental Divide Trail,Yes,,{37D7947F-2390-40DF-A6F3-EACE63CBE69C},0.016649149
69,1,122,3,Waterton Valley,USGS 1:24000-scale topo,Continental Divide Trail,0,Digitized,WVT,Stoney Indian Pass Tr Jct,Porcupine Lookout Tr Jct,,,,T-122,Chief Mountain,1383,0.86,Yes,Waterton Valley,,Waterton Valley,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,USGS 1:24000-scale topo,,,,46421,,{DB2D922C-BEBC-443C-817F-DC154E7047D7},Continental Divide Trail,Yes,,{2596C008-668A-4DE9-9EC6-06204B0040C1},0.013977084
70,1,122,4,Waterton Valley,Trimble GeoXT,Continental Divide Trail,20110825,dGPS,WVT,Porcupine Lookout Tr Jct,Waterton Valley Spur Tr Jct,,,,T-122,Chief Mountain,2437,1.51,Yes,Waterton Valley,,Waterton Valley,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble GeoXT,,,,46421,,{14F4B97A-A0EC-4FC7-B86B-E0BEDB83BECD},Continental Divide Trail,Yes,,{A112BB59-CBF4-4949-897A-45ED768EDD41},0.025264309
71,1,122,5,Waterton Valley,Trimble GeoXT,Continental Divide Trail,20110825,dGPS,WVT,Waterton Valley Spur Tr Jct,Goat Haunt RS,,,,T-122,Chief Mountain,4066,2.53,Yes,Waterton Valley,,Waterton Valley,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble GeoXT,,,,46421,,{6B49F1B7-FAF3-4954-BB47-C0ED0D06953D},Continental Divide Trail,Yes,,{766E9D34-6CB0-4225-9B59-CC9B07DDDE06},0.041086036
72,1,123,1,Waterton Valley Spur,Trimble GeoXT, ,20110825,dGPS,WVT,Waterton Valley Tr Jct,Kootenai Lake CG,,,,T-123,Chief Mountain,427,0.27,Yes,Waterton Valley Spur,,Waterton Valley Spur,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble GeoXT,,,,46422,,{89758883-E6A3-437F-BBDF-0D05EC90A1B4},,Yes,,{99D146A2-5FDB-45D6-A6E4-D4DC703F7D16},0.005409047
73,1,125,1,Ahern Pass Overlook,2009 Border Imagery, ,20110816,Imagery,HIT,Highline Tr Jct,Ahern Pass OL,,,,T-125,Chief Mountain,822,0.51,Yes,Ahern Pass Overlook,,Ahern Pass Overlook,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46425,,{E5C312D1-39CD-4CB5-BD3A-4F3018BB4C4F},,Yes,,{82AC8341-B2D5-46DF-AC65-B893F29A40BB},0.010252112
74,1,127,1,Garden Wall,2009 Border Imagery, ,20110826,Imagery,HIT,Highline Tr Jct,Grinnell Glacier OL,,,,T-127,Chief Mountain,1342,0.83,Yes,Garden Wall,,Garden Wall,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46427,,{BE45C22B-DA27-46C5-92ED-6696D000AB9A},,Yes,,{9BFBCB08-0AAE-4606-ACF2-E8E1B8210BC4},0.016528985
75,1,131,2,Stoney Indian Pass,2009 Border Imagery, ,20110825,Imagery,SIP,Stoney Indian Lake CG,Stoney Indian Pass,,,,T-131,Chief Mountain,1701,1.06,Yes,Stoney Indian Pass,,Stoney Indian Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46475,,{53BD091D-38D6-4F73-96AD-14162C1429C3},,Yes,,{25062795-F4EC-4708-9A6E-DCA962E0E0CB},0.02099358
77,1,142,2,Cosley Lake Cutoff,2009 Border Imagery, ,20111007,Imagery,SIPT,Bear Mountain Lookout Tr Jct,Ptarmigan Tr Jct,,,,T-142,Chief Mountain,274,0.17,Yes,Cosley Lake Cutoff,,Cosley Lake Cutoff,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46573,,{E867D07C-F15D-4F84-B25C-6C288EF7F148},,Yes,,{A4374941-5A97-4F67-8EE9-F92EFE5A1E93},0.002717437
78,1,150,1,Otatso Creek,Border Imagery 2009, ,20121101,Imagery,SLTM,Boundary,Slide Lake CG,,,,T-150,Chief Mountain,2181,1.36,Yes,Otatso Creek,,Otatso Creek,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Border Imagery 2009,,,,46578,,{E1A450FD-A4DF-4AE9-AEA3-2221D80A3BBF},,Yes,,{DAD68BB6-4D12-41AC-A9DD-36B367494444},0.027453229
79,1,150,2,Otatso Creek,PLGR+ GPS/DOQQ 1991, ,20040205,GPS-old,SLTM,Slide Lake CG,Gable Pass Tr Jct,,,,T-150,Chief Mountain,431,0.27,Yes,Otatso Creek,,Otatso Creek,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,PLGR+ GPS/DOQQ 1991,,,,46578,,{95FF26D5-AC9F-41B1-A557-E122C4C2D448},,Yes,,{5210B128-BC6D-4B49-A42A-70F5225EF991},0.005545281
80,1,152,8,Ptarmigan,2009 Border Imagery, ,20120529,Imagery,PIT,Swiftcurrent Pass Tr Jct,Swiftcurrent Lake Tr Jct,,,,T-152,Chief Mountain,1152,0.72,Yes,Ptarmigan,,Ptarmigan,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46580,,{346885D5-E1C2-450F-98D8-49C2657DE7A9},,Yes,,{CF2BDC47-62C4-4BC5-8225-69B8800D9D68},0.014643913
81,1,158,1,Swiftcurrent Lookout,2009 Border Imagery, ,20110826,Imagery,SLO,Swiftcurrent Pass Tr Jct,Swiftcurrent LO,,,,T-158,Chief Mountain,2138,1.33,Yes,Swiftcurrent Lookout,,Swiftcurrent Lookout,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46586,,{8ACA9912-1B40-4181-9D24-DD034EA764D5},,Yes,,{E1D27577-1D99-40CA-AC86-20872B4BC136},0.025517846
82,1,163,1,Saddle Horse Corral,Border Imagery 2009,Continental Divide Trail - alternate route,20130306,Imagery, ,Many Glacier Hotel,Horse Corral,,,,T-163,Chief Mountain,1126,0.7,Yes,Saddle Horse Corral,,Saddle Horse Corral,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Border Imagery 2009,,,,46589,,{53F7624E-02CF-4867-8228-F37C178291FF},Continental Divide Trail - alternate route,Yes,,{A0BDAAFF-B8CB-4320-B6B0-388CEEA3D3C9},0.014447529
83,1,165,2,Cracker Lake,Trimble Pro XRS, ,20050802,dGPS,CRL,Foot Cracker L,Cracker Lake CG,,,,T-165,Chief Mountain,868,0.54,Yes,Cracker Lake,,Cracker Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46591,,{817DA48A-03AA-459C-8821-0D0467E453E6},,Yes,,{489B6CF3-5719-44C8-BD75-201500C7B7B5},0.009235108
84,1,170,2,Grinnell Glacier,2009 Border Imagery, ,20110908,Imagery,GGT,Josephine Walk Tr Jct,Grinnell Picnic Area,,,,T-170,Chief Mountain,4391,2.73,Yes,Grinnell Glacier,,Grinnell Glacier,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46599,,{7C465C28-DDF1-4E3D-ACA7-CA4DFBFC7115},,Yes,,{1189143F-1B49-4DEF-95C6-46D8FCC8FF8E},0.05306475
85,2,170,3,Grinnell Glacier,2009 Border Imagery, ,20110908,Imagery,GGT,Grinnell Picnic Area,Moraine Overlook,,,,T-170,Chief Mountain,547,0.34,Yes,Grinnell Glacier,,Grinnell Glacier,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46599,,{B54F1205-D79F-4CEA-AC14-0DC742012FEE},,Yes,,{B0ABA90A-C9CE-46BC-9E38-F625B51FC96F},0.006063546
86,1,256,1,Trail of the Cedars,PLGR+ GPS/DOQ 2002,Boardwalk trail,20000601,GPS-old,MVT,Goint to Sun Rd, Gorge ,,,,T-256,Lake McDonald,1384,0.86,Yes,Trail of the Cedars,,Trail of the Cedars,Park Trail,Existing,Wood,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,PLGR+ GPS/DOQ 2002,,,,46611,,{3A0CED75-BB9B-4334-A01F-8D194DED8928},Boardwalk trail,Yes,,{477B908F-29C6-439E-AC49-1B3263531BCC},0.015442668
87,2,277,1,Cracker Flats Horse,2009 Border Imagery, ,20110908,Imagery,CRL,Cracker Lake Tr Jct, Loop,,,,T-277,Chief Mountain,1841,1.14,Yes,Cracker Flats Horse,,Cracker Flats Horse,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46664,,{28D8B415-61FB-404F-89EB-C83FE8D09A2F},,Yes,,{ED24970B-1F3C-4AA2-AEBF-7046DCD690F7},0.019197801
88,1,278,1,Ptarmigan Cutoff,DOQ 2002, ,20050809,Imagery,PIT,Ptarmigan Tr Jct, Swiftcurrent Pass Tr Jct,,,,T-278,Chief Mountain,315,0.2,Yes,Ptarmigan Cutoff,,Ptarmigan Cutoff,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,DOQ 2002,,,,46665,,{838B0C72-1E91-40E6-B629-F0A7BF17E25E},,Yes,,{D4436A87-048C-4FB7-AAAD-07459BBA9D13},0.00318099
89,1,287,1,Rocky Point,Trimble Pro XRS, ,20061012,dGPS,MCDL,McDonald Lake Tr, Rocky Point,,,,T-287,Lake McDonald,354,0.22,Yes,Rocky Point,,Rocky Point,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46685,,{35787AA9-EE25-43C4-80F6-14584F78E97B},,Yes,,{4D56C16B-7BE8-441D-B71F-0CE5E48D852C},0.004336492
90,1,287,2,Rocky Point,Trimble Pro XRS, ,20061012,dGPS,MCDL,McDonald Lake Tr, Fish Creek CG,,,,T-287,Lake McDonald,776,0.48,Yes,Rocky Point,,Rocky Point,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46685,,{A3FB8DA9-1FC5-418F-9ACA-7242D654D502},,Yes,,{6340C429-11C6-47FF-AA0D-BE01B8E65D31},0.007786196
91,1,157,4,Swiftcurrent Pass,2009 Border Imagery,Continental Divide Trail,20110826,Imagery,SPT,Swiftcurrent Lookout Tr Jct, Highline Tr Jct,,,,T-157,Chief Mountain,1065,0.66,Yes,Swiftcurrent Pass,,Swiftcurrent Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46585,,{90737C55-4DF6-406D-9A8F-1B728586D81B},Continental Divide Trail,Yes,,{319E8AF1-3582-468A-89C8-D28773C1A609},0.012075873
92,1,157,1,Swiftcurrent Pass,DOQ 2002, ,20040204,Imagery,SFCT,Ptarmigan Tr Jct, Horse Ford Jct,,,,T-157,Chief Mountain,680,0.42,Yes,Swiftcurrent Pass,,Swiftcurrent Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,DOQ 2002,,,,46585,,{8EBDD6BE-6CB9-409A-91A6-99B3721F9A52},,Yes,,{37C09FF7-5DD4-45DA-A595-7E566354F5AC},0.008488929
